aku,bagi,banyak,bau,beauty,beli,blogger,cuma,gatel,hasil,hidung,ka,kulit,luvv,nyengat,pake,percaya,pernah,produk,review,tasya,trus
0.23076792961123066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9730088194168366,0.0,0.0,0.0,0.0,0.0
