,Weights,Bias
Feature154,-0.006869800081430121,1.0408340855860843e-16
Feature155,-0.00093020338470623,1.0408340855860843e-16
Feature156,-0.0014365220711909479,1.0408340855860843e-16
Feature157,0.0015317661946188414,1.0408340855860843e-16
Feature158,0.0004723900714245631,1.0408340855860843e-16
Feature159,0.0016759717115803908,1.0408340855860843e-16
Feature160,0.009082857374946988,1.0408340855860843e-16
Feature161,0.005993995703948296,1.0408340855860843e-16
Feature162,0.006693258862767584,1.0408340855860843e-16
Feature163,0.00044447225691084504,1.0408340855860843e-16
Feature164,0.0017537830022669857,1.0408340855860843e-16
Feature165,0.0005188053230555775,1.0408340855860843e-16
Feature166,0.0011244723898878194,1.0408340855860843e-16
Feature167,-0.0016462104806900392,1.0408340855860843e-16
Feature168,-0.0369631127170532,1.0408340855860843e-16
Feature169,-0.04245479546171755,1.0408340855860843e-16
Feature170,-0.00751913038883486,1.0408340855860843e-16
Feature171,-0.0010767231154008813,1.0408340855860843e-16
Feature172,0.001492818862717246,1.0408340855860843e-16
Feature173,-0.002802935964750932,1.0408340855860843e-16
Feature174,-0.0035644522015020295,1.0408340855860843e-16
Feature175,0.0010399514793173218,1.0408340855860843e-16
Feature176,0.11072571595591271,1.0408340855860843e-16
Feature177,0.013413994247686365,1.0408340855860843e-16
Feature178,-0.0020001798562065214,1.0408340855860843e-16
Feature179,0.006719898216431721,1.0408340855860843e-16
Feature180,0.004318543451426847,1.0408340855860843e-16
Feature181,0.010214952358093353,1.0408340855860843e-16
Feature182,0.004454147678082366,1.0408340855860843e-16
Feature183,0.00600707179745413,1.0408340855860843e-16
Feature184,0.003190635165035663,1.0408340855860843e-16
Feature185,0.01678295251409214,1.0408340855860843e-16
Feature186,-0.00035723320930997933,1.0408340855860843e-16
Feature187,0.01611982419342122,1.0408340855860843e-16
Feature188,0.0019638305659905333,1.0408340855860843e-16
Feature189,-0.003301358308627056,1.0408340855860843e-16
Feature190,0.014103203859025836,1.0408340855860843e-16
Feature191,-0.004041816761018522,1.0408340855860843e-16
Feature192,-0.001416123165144656,1.0408340855860843e-16
Feature193,0.007775031775561565,1.0408340855860843e-16
Feature194,0.006631135327625383,1.0408340855860843e-16
Feature195,-0.0016462104806900392,1.0408340855860843e-16
Feature196,-0.0054043250762917435,1.0408340855860843e-16
Feature197,0.00024238050113392385,1.0408340855860843e-16
Feature198,-0.001801963113057842,1.0408340855860843e-16
Feature199,0.004862014629175545,1.0408340855860843e-16
Feature200,0.01687721014927619,1.0408340855860843e-16
Feature201,0.001236421835133792,1.0408340855860843e-16
Feature202,0.0004723900714245631,1.0408340855860843e-16
Feature203,0.004644868188928199,1.0408340855860843e-16
Feature204,0.00032568789743323494,1.0408340855860843e-16
Feature205,0.008404914710843404,1.0408340855860843e-16
Feature206,0.0027681200955735437,1.0408340855860843e-16
Feature207,-0.0030046966817435993,1.0408340855860843e-16
Feature208,0.017394728845205966,1.0408340855860843e-16
Feature209,0.0014067155222108295,1.0408340855860843e-16
Feature210,0.1174907164880792,1.0408340855860843e-16
Feature211,-0.0004367051187253227,1.0408340855860843e-16
Feature212,-0.009141504888070652,1.0408340855860843e-16
Feature213,-0.005658830433261996,1.0408340855860843e-16
Feature214,-0.0011039586375955332,1.0408340855860843e-16
Feature215,0.029334534130644397,1.0408340855860843e-16
Feature216,0.010460248121279849,1.0408340855860843e-16
Feature217,0.006693069633559026,1.0408340855860843e-16
Feature218,0.0072054619152978035,1.0408340855860843e-16
Feature219,0.003118080873646499,1.0408340855860843e-16
Feature220,0.005435483466336238,1.0408340855860843e-16
Feature221,0.00112073861038344,1.0408340855860843e-16
Feature222,-0.005180488897408423,1.0408340855860843e-16
Feature223,0.0034237200976172297,1.0408340855860843e-16
Feature224,-0.002331012456652687,1.0408340855860843e-16
Feature225,0.003521653163646801,1.0408340855860843e-16
Feature226,-0.07895071642148903,1.0408340855860843e-16
Feature227,0.002823578665735377,1.0408340855860843e-16
Feature228,0.0025412581972654963,1.0408340855860843e-16
Feature229,0.02277187214543037,1.0408340855860843e-16
Feature230,-0.004073469381848631,1.0408340855860843e-16
Feature231,-0.0065539425363546145,1.0408340855860843e-16
Feature232,-0.0013341801878577388,1.0408340855860843e-16
Feature233,0.0038903162934819766,1.0408340855860843e-16
Feature234,3.908508614944786e-05,1.0408340855860843e-16
Feature235,-0.0014548309038271484,1.0408340855860843e-16
Feature236,0.0032636653409686034,1.0408340855860843e-16
Feature237,0.004778527338203834,1.0408340855860843e-16
Feature238,0.003336509255601324,1.0408340855860843e-16
Feature239,-0.0016707267180879233,1.0408340855860843e-16
Feature240,0.01478207109404101,1.0408340855860843e-16
Feature241,-0.001567213554096956,1.0408340855860843e-16
Feature242,-0.00093020338470623,1.0408340855860843e-16
Feature243,0.0032175520849803234,1.0408340855860843e-16
Feature244,0.01700257732792872,1.0408340855860843e-16
Feature245,-0.008595894404914593,1.0408340855860843e-16
Feature246,-0.030213641061380365,1.0408340855860843e-16
Feature247,-0.009172642021635877,1.0408340855860843e-16
Feature248,-0.004377897110745238,1.0408340855860843e-16
Feature249,-0.00816434005097366,1.0408340855860843e-16
Feature250,-0.03711869985394877,1.0408340855860843e-16
Feature251,-0.001416123165144656,1.0408340855860843e-16
Feature252,0.0015721797084937538,1.0408340855860843e-16
Feature253,-0.0011039586375955332,1.0408340855860843e-16
Feature254,-0.006026940619565349,1.0408340855860843e-16
Feature255,-0.0030610023896900365,1.0408340855860843e-16
Feature256,-0.0033886310815138547,1.0408340855860843e-16
Feature257,-0.0016462104806900392,1.0408340855860843e-16
Feature258,0.01088402122947629,1.0408340855860843e-16
Feature259,0.0004723900714245631,1.0408340855860843e-16
Feature260,-0.004391310351060816,1.0408340855860843e-16
Feature261,0.0058874558053582295,1.0408340855860843e-16
Feature262,0.0014574103248764239,1.0408340855860843e-16
Feature263,-0.009546941946363643,1.0408340855860843e-16
Feature264,-0.09335692610169571,1.0408340855860843e-16
Feature265,-0.03610813266155329,1.0408340855860843e-16
Feature266,0.024000342471651944,1.0408340855860843e-16
Feature267,0.003336509255601324,1.0408340855860843e-16
Feature268,-0.00744158013042269,1.0408340855860843e-16
Feature269,0.002120651130130372,1.0408340855860843e-16
Feature270,-0.003608253966500338,1.0408340855860843e-16
Feature271,-0.0031912849479484207,1.0408340855860843e-16
Feature272,-0.0008096767584332195,1.0408340855860843e-16
Feature273,-0.005254105718778278,1.0408340855860843e-16
Feature274,-0.0029412880751978052,1.0408340855860843e-16
Feature275,-0.003324677810779353,1.0408340855860843e-16
Feature276,-0.002906882317585306,1.0408340855860843e-16
Feature277,0.0005777971923951693,1.0408340855860843e-16
Feature278,-0.02447968575978128,1.0408340855860843e-16
Feature279,0.004293368311672674,1.0408340855860843e-16
Feature280,0.002102489919380509,1.0408340855860843e-16
Feature281,0.0013634993543646583,1.0408340855860843e-16
Feature282,-0.0015041524215268073,1.0408340855860843e-16
Feature283,-0.0017611048196304055,1.0408340855860843e-16
Feature284,0.005661073305480336,1.0408340855860843e-16
Feature285,-0.0021890087190484333,1.0408340855860843e-16
Feature286,0.0031192157408498206,1.0408340855860843e-16
Feature287,0.00535608106926237,1.0408340855860843e-16
Feature288,0.0026257410034568845,1.0408340855860843e-16
Feature289,-0.0017756124561053204,1.0408340855860843e-16
Feature290,0.000870707076773084,1.0408340855860843e-16
Feature291,0.002732363877622457,1.0408340855860843e-16
Feature292,0.0033105831340415823,1.0408340855860843e-16
Feature293,-0.0020001798562065214,1.0408340855860843e-16
Feature294,0.0007827643743177265,1.0408340855860843e-16
Feature295,0.00217086041732121,1.0408340855860843e-16
Feature296,-0.005215364979794936,1.0408340855860843e-16
Feature297,-0.007696752325147218,1.0408340855860843e-16
Feature298,0.0015139261115144327,1.0408340855860843e-16
Feature299,-0.0045734959928481035,1.0408340855860843e-16
Feature300,-0.0055664227069423715,1.0408340855860843e-16
Feature301,-0.0722258311166072,1.0408340855860843e-16
Feature302,0.0021428232141388766,1.0408340855860843e-16
Feature303,-0.003744681883148699,1.0408340855860843e-16
Feature304,-0.0013243427142359554,1.0408340855860843e-16
Feature305,0.007781262684742696,1.0408340855860843e-16
Feature306,-0.02118143518723763,1.0408340855860843e-16
Feature307,-0.007746774753919579,1.0408340855860843e-16
Feature308,-0.001985350254420266,1.0408340855860843e-16
Feature309,-0.003321368635836351,1.0408340855860843e-16
Feature310,0.017009868918591547,1.0408340855860843e-16
Feature311,0.012676145259121748,1.0408340855860843e-16
Feature312,0.011559432753148326,1.0408340855860843e-16
Feature313,0.008184269506619588,1.0408340855860843e-16
Feature314,0.0004952061189610454,1.0408340855860843e-16
Feature315,-0.006233650851831657,1.0408340855860843e-16
Feature316,0.003533648364247739,1.0408340855860843e-16
Feature317,0.0011433506119074696,1.0408340855860843e-16
Feature318,0.0016759717115803908,1.0408340855860843e-16
Feature319,0.0037715549246729037,1.0408340855860843e-16
Feature320,-0.0028009806950781437,1.0408340855860843e-16
Feature321,0.017249210602946225,1.0408340855860843e-16
Feature322,0.005856522116128362,1.0408340855860843e-16
Feature323,0.002320225176622499,1.0408340855860843e-16
Feature324,-0.001512323027091688,1.0408340855860843e-16
Feature325,0.0024479613377899746,1.0408340855860843e-16
Feature326,0.003402787500083421,1.0408340855860843e-16
Feature327,-0.000529110600100379,1.0408340855860843e-16
Feature328,0.11002851640389286,1.0408340855860843e-16
Feature329,-0.0013160349336965283,1.0408340855860843e-16
Feature330,0.0057027771272961415,1.0408340855860843e-16
Feature331,0.0004952061189610454,1.0408340855860843e-16
Feature332,0.004459780027412905,1.0408340855860843e-16
Feature333,-0.005197094677590115,1.0408340855860843e-16
Feature334,0.008237725167800653,1.0408340855860843e-16
Feature335,0.019353915978143534,1.0408340855860843e-16
Feature336,0.023873098523598146,1.0408340855860843e-16
Feature337,0.003339847767697075,1.0408340855860843e-16
Feature338,0.0014538394831899437,1.0408340855860843e-16
Feature339,0.0009323564676629245,1.0408340855860843e-16
Feature340,-0.0011692771988268502,1.0408340855860843e-16
Feature341,0.0008155752175579013,1.0408340855860843e-16
Feature342,0.0014666680191587856,1.0408340855860843e-16
Feature343,-0.0006422858862794667,1.0408340855860843e-16
Feature344,0.004720898356308583,1.0408340855860843e-16
Feature345,0.007698191852409684,1.0408340855860843e-16
Feature346,-0.022595176040559276,1.0408340855860843e-16
Feature347,0.001839580768399015,1.0408340855860843e-16
Feature348,-0.0006422858862794667,1.0408340855860843e-16
Feature349,-0.006616979315255604,1.0408340855860843e-16
Feature350,-0.07672364231753442,1.0408340855860843e-16
Feature351,-0.0012022702697479612,1.0408340855860843e-16
Feature352,0.0013711095509480835,1.0408340855860843e-16
Feature353,-0.014548368194933978,1.0408340855860843e-16
Feature354,0.0036469237457300786,1.0408340855860843e-16
Feature355,-0.02109766630301394,1.0408340855860843e-16
Feature356,-0.021510230803577467,1.0408340855860843e-16
Feature357,0.0031983026535115657,1.0408340855860843e-16
Feature358,0.008456297718508808,1.0408340855860843e-16
Feature359,-0.003594621642518047,1.0408340855860843e-16
Feature360,-0.023475055287222744,1.0408340855860843e-16
Feature361,-0.004388127091027731,1.0408340855860843e-16
Feature362,-0.002799555305765514,1.0408340855860843e-16
Feature363,0.003826263744697061,1.0408340855860843e-16
Feature364,-0.0014469952087701424,1.0408340855860843e-16
Feature365,-0.004040200195986785,1.0408340855860843e-16
Feature366,-0.006283725096125784,1.0408340855860843e-16
Feature367,0.0005188053230555775,1.0408340855860843e-16
Feature368,-0.001416123165144656,1.0408340855860843e-16
Feature369,0.000883469066721191,1.0408340855860843e-16
Feature370,0.0031462730955075886,1.0408340855860843e-16
Feature371,0.00945124417705257,1.0408340855860843e-16
Feature372,-0.0026688941545463868,1.0408340855860843e-16
Feature373,-0.012422495636091012,1.0408340855860843e-16
Feature374,-0.009141504888070652,1.0408340855860843e-16
Feature375,-0.002078299277132656,1.0408340855860843e-16
Feature376,0.001528705417938773,1.0408340855860843e-16
Feature377,0.0021869901959133335,1.0408340855860843e-16
Feature378,0.0014985029357200085,1.0408340855860843e-16
Feature379,0.003949116819461679,1.0408340855860843e-16
Feature380,-0.006958692588101439,1.0408340855860843e-16
Feature381,-0.005494207164008896,1.0408340855860843e-16
Feature382,-0.010102059438356532,1.0408340855860843e-16
Feature383,0.0020489341639533206,1.0408340855860843e-16
Feature384,-0.003135102807993603,1.0408340855860843e-16
Feature385,0.0036105064120973093,1.0408340855860843e-16
Feature386,0.0005188053230555775,1.0408340855860843e-16
Feature387,0.008572491794421731,1.0408340855860843e-16
Feature388,0.01105045748390761,1.0408340855860843e-16
Feature389,0.004398545857749828,1.0408340855860843e-16
Feature390,0.0005188053230555775,1.0408340855860843e-16
Feature391,-0.001416123165144656,1.0408340855860843e-16
Feature392,0.0004952061189610454,1.0408340855860843e-16
Feature393,-0.00017302503366713838,1.0408340855860843e-16
Feature394,0.0025453278722338754,1.0408340855860843e-16
Feature395,0.0019112018741585096,1.0408340855860843e-16
Feature396,0.0008915778035745644,1.0408340855860843e-16
Feature397,-0.008064988340190473,1.0408340855860843e-16
Feature398,-0.003806528062398485,1.0408340855860843e-16
Feature399,-0.001786193916912868,1.0408340855860843e-16
Feature400,0.0049639616013276945,1.0408340855860843e-16
Feature401,-0.0018312288936878996,1.0408340855860843e-16
Feature402,-0.00032073588708050264,1.0408340855860843e-16
Feature403,-0.0019906949181969546,1.0408340855860843e-16
Feature404,-0.002778598624419693,1.0408340855860843e-16
Feature405,0.0022470766897973436,1.0408340855860843e-16
Feature406,0.0004952061189610454,1.0408340855860843e-16
Feature407,-0.0005361520136857445,1.0408340855860843e-16
Feature408,-0.009007003271499508,1.0408340855860843e-16
Feature409,-0.011216252938873097,1.0408340855860843e-16
Feature410,-0.0031260956740935437,1.0408340855860843e-16
Feature411,-0.03899860290257404,1.0408340855860843e-16
Feature412,0.002146684155836337,1.0408340855860843e-16
Feature413,0.0009058824704038112,1.0408340855860843e-16
Feature414,0.0014136026172204452,1.0408340855860843e-16
Feature415,-0.0008096767584332195,1.0408340855860843e-16
Feature416,-0.010286958495007993,1.0408340855860843e-16
Feature417,-0.003321743447107014,1.0408340855860843e-16
Feature418,-0.009937612129860848,1.0408340855860843e-16
Feature419,0.0027161114142354842,1.0408340855860843e-16
Feature420,0.0027161114142354842,1.0408340855860843e-16
Feature421,-0.00028727598723960824,1.0408340855860843e-16
Feature422,-0.00954017988317542,1.0408340855860843e-16
Feature423,-0.0018043501592222638,1.0408340855860843e-16
Feature424,-0.005524256227086447,1.0408340855860843e-16
Feature425,-0.0012764648470684277,1.0408340855860843e-16
Feature426,0.0004736836813996277,1.0408340855860843e-16
Feature427,-0.0008734224909871661,1.0408340855860843e-16
Feature428,0.003690216701416466,1.0408340855860843e-16
Feature429,0.002415374218402151,1.0408340855860843e-16
Feature430,0.0019647092760911593,1.0408340855860843e-16
Feature431,-0.0014182499524663526,1.0408340855860843e-16
Feature432,-0.0009603617101299312,1.0408340855860843e-16
Feature433,-0.0014064087819617515,1.0408340855860843e-16
Feature434,-0.0034268009187853983,1.0408340855860843e-16
Feature435,-0.04928146575124752,1.0408340855860843e-16
Feature436,-0.0046977354821742725,1.0408340855860843e-16
Feature437,-0.0015029746992249414,1.0408340855860843e-16
Feature438,-0.00227600401524138,1.0408340855860843e-16
Feature439,-0.00455200803048276,1.0408340855860843e-16
Feature440,-0.008878786853317711,1.0408340855860843e-16
Feature441,0.00019091480252662516,1.0408340855860843e-16
Feature442,0.0018420069651729615,1.0408340855860843e-16
Feature443,-0.0012517308891720953,1.0408340855860843e-16
Feature444,-0.0011908687216940824,1.0408340855860843e-16
Feature445,-0.006798052297133703,1.0408340855860843e-16
Feature446,0.01797696879270993,1.0408340855860843e-16
Feature447,-0.0010165004701108973,1.0408340855860843e-16
Feature448,0.003995242836530743,1.0408340855860843e-16
Feature449,-0.0011202796045384038,1.0408340855860843e-16
Feature450,0.0017163197952956859,1.0408340855860843e-16
Feature451,-0.014997931623992015,1.0408340855860843e-16
Feature452,-0.0008806656529842004,1.0408340855860843e-16
Feature453,0.004200776540577828,1.0408340855860843e-16
Feature454,0.004269457915666065,1.0408340855860843e-16
Feature455,0.019290728961102035,1.0408340855860843e-16
Feature456,0.0010269290022961873,1.0408340855860843e-16
Feature457,0.0036235298816152447,1.0408340855860843e-16
Feature458,0.0004736836813996277,1.0408340855860843e-16
Feature459,0.0009177370155890643,1.0408340855860843e-16
Feature460,-0.001507490845784719,1.0408340855860843e-16
Feature461,-0.0008692899640895989,1.0408340855860843e-16
Feature462,-0.008259606431671564,1.0408340855860843e-16
Feature463,-0.0014423044638620455,1.0408340855860843e-16
Feature464,0.001636034536109761,1.0408340855860843e-16
Feature465,0.0008155752175579013,1.0408340855860843e-16
Feature466,0.0007464974071860708,1.0408340855860843e-16
Feature467,0.0018773733469738753,1.0408340855860843e-16
Feature468,0.001965795575404956,1.0408340855860843e-16
Feature469,-0.0015355770984813017,1.0408340855860843e-16
Feature470,-0.005083589160237378,1.0408340855860843e-16
Feature471,-0.03147529730242096,1.0408340855860843e-16
Feature472,-0.0018370987999985107,1.0408340855860843e-16
Feature473,-0.0026704961317872873,1.0408340855860843e-16
Feature474,0.03476163447261624,1.0408340855860843e-16
Feature475,0.0032175520849803234,1.0408340855860843e-16
Feature476,0.0035082949424545527,1.0408340855860843e-16
Feature477,0.12319699926651302,1.0408340855860843e-16
Feature478,-0.002194708117684067,1.0408340855860843e-16
Feature479,0.008693413516392332,1.0408340855860843e-16
Feature480,0.0057027771272961415,1.0408340855860843e-16
Feature481,0.00571876888048668,1.0408340855860843e-16
Feature482,0.0015866643192832795,1.0408340855860843e-16
Feature483,-0.0026704961317872873,1.0408340855860843e-16
Feature484,0.0025453278722338754,1.0408340855860843e-16
Feature485,-0.0007857773623472471,1.0408340855860843e-16
Feature486,-0.002078299277132656,1.0408340855860843e-16
Feature487,0.0013907435276102062,1.0408340855860843e-16
Feature488,0.005695937215497354,1.0408340855860843e-16
Feature489,0.004938213429369838,1.0408340855860843e-16
Feature490,0.026615866042085688,1.0408340855860843e-16
Feature491,0.0037821311359036098,1.0408340855860843e-16
Feature492,0.005824978985393464,1.0408340855860843e-16
Feature493,0.2365273282231718,1.0408340855860843e-16
Feature494,-0.0018021860213526398,1.0408340855860843e-16
Feature495,0.022452684623584337,1.0408340855860843e-16
Feature496,0.048367835162085905,1.0408340855860843e-16
Feature497,-0.012577509181396941,1.0408340855860843e-16
Feature498,0.034588242800955744,1.0408340855860843e-16
Feature499,-0.0032742814312554168,1.0408340855860843e-16
Feature500,-0.0034795990749115543,1.0408340855860843e-16
Feature501,0.002904345115102428,1.0408340855860843e-16
Feature502,0.0024894998951342,1.0408340855860843e-16
Feature503,-0.0007628298999177761,1.0408340855860843e-16
Feature504,0.005694798028054255,1.0408340855860843e-16
Feature505,0.0011630146504239686,1.0408340855860843e-16
Feature506,-0.0007628298999177761,1.0408340855860843e-16
Feature507,-0.0069162097686898795,1.0408340855860843e-16
Feature508,-0.006270205615987206,1.0408340855860843e-16
Feature509,-0.00093020338470623,1.0408340855860843e-16
Feature510,0.005694798028054255,1.0408340855860843e-16
Feature511,0.006956499959774953,1.0408340855860843e-16
Feature512,-0.0121000894555118,1.0408340855860843e-16
Feature513,0.0033849074595302927,1.0408340855860843e-16
Feature514,-0.0061568232141169495,1.0408340855860843e-16
Feature515,0.001283542381396589,1.0408340855860843e-16
Feature516,-0.0009838243047245144,1.0408340855860843e-16
Feature517,0.0010420143309845893,1.0408340855860843e-16
Feature518,0.006840336837499623,1.0408340855860843e-16
Feature519,0.0005188053230555775,1.0408340855860843e-16
