Terms,TF,TFIDFN
pinter,0,0.0
pipi,0,0.0
pisan,0,0.0
pixi,0,0.0
pk,0,0.0
pkai,0,0.0
pke,0,0.0
pkein,0,0.0
pkek,0,0.0
pkeq,0,0.0
pkk,0,0.0
pknya,0,0.0
pkonyaa,0,0.0
pl,0,0.0
place,0,0.0
plastik,0,0.0
pleas,0,0.0
pleaseee,0,0.0
pleass,0,0.0
pli,0,0.0
pling,0,0.0
plisss,0,0.0
plu,0,0.0
plumpynya,0,0.0
pm,0,0.0
pngn,0,0.0
pngnkunsultasi,0,0.0
pntinh,0,0.0
point,0,0.0
pokok,0,0.0
pokokni,0,0.0
pokoknya,0,0.0
pokonya,0,0.0
pokonyaa,0,0.0
pol,0,0.0
politik,0,0.0
pom,0,0.0
pond,0,0.0
pondacin,0,0.0
popok,0,0.0
porem,0,0.0
pori,0,0.0
poriku,0,0.0
porinya,0,0.0
pormiz,0,0.0
posisi,0,0.0
positif,0,0.0
pot,0,0.0
potong,0,0.0
powder,0,0.0
powderi,0,0.0
powdernya,0,0.0
power,0,0.0
powerstay,0,0.0
prelov,0,0.0
present,0,0.0
pretiiiiiiii,0,0.0
pretti,0,0.0
price,0,0.0
prima,0,0.0
prime,0,0.0
primer,0,0.0
primerku,0,0.0
primernya,0,0.0
prnh,0,0.0
probeauti,0,0.0
probeuti,0,0.0
prodak,0,0.0
prodaknya,0,0.0
product,0,0.0
produk,0,0.0
produknaamaaph,0,0.0
produknya,0,0.0
produknyatp,0,0.0
profesion,0,0.0
progresnya,0,0.0
progressnya,0,0.0
prone,0,0.0
proneku,0,0.0
propolisalhamdulillah,0,0.0
prosnya,0,0.0
proteksinya,0,0.0
prustasi,0,0.0
psti,0,0.0
pt,0,0.0
pua,0,0.0
puass,0,0.0
puber,0,0.0
pucet,0,0.0
pudar,0,0.0
pul,0,0.0
pulak,0,0.0
puli,0,0.0
pulih,0,0.0
puluhan,0,0.0
pumpnya,0,0.0
punyaku,0,0.0
puoll,0,0.0
purbasari,0,0.0
purchas,0,0.0
purg,0,0.0
purifi,0,0.0
purpl,0,0.0
puse,0,0.0
putih,0,0.0
putihdan,0,0.0
pyunkang,0,0.0
qlo,0,0.0
qta,0,0.0
qu,0,0.0
racikan,0,0.0
racun,0,0.0
racunin,0,0.0
racunnnnn,0,0.0
racuuunn,0,0.0
rad,0,0.0
rada,0,0.0
radiant,0,0.0
rajawetan,0,0.0
rajin,0,0.0
ramah,0,0.0
rambut,0,0.0
rambutnya,0,0.0
rambutnyaaa,0,0.0
rang,0,0.0
rangkaian,0,0.0
rangkaiannya,0,0.0
rapi,0,0.0
rare,0,0.0
rasain,0,0.0
ratu,0,0.0
rb,0,0.0
rd,0,0.0
readi,0,0.0
reaksi,0,0.0
reaksinya,0,0.0
real,0,0.0
realli,0,0.0
reappli,0,0.0
rebu,0,0.0
recom,0,0.0
recomend,0,0.0
recommend,0,0.0
recreat,0,0.0
red,0,0.0
reda,0,0.0
redflag,0,0.0
refil,0,0.0
refin,0,0.0
regular,0,0.0
rekomen,0,0.0
rekomendasi,0,0.0
rekomendasiin,0,0.0
rekomendasikan,0,0.0
rekomendasinya,0,0.0
relat,0,0.0
releas,0,0.0
remaja,0,0.0
remov,0,0.0
rempong,0,0.0
rendah,0,0.0
renti,0,0.0
repot,0,0.0
repurcas,0,0.0
repurchas,0,0.0
resap,0,0.0
rese,0,0.0
resep,0,0.0
resolusi,0,0.0
respon,0,0.0
result,0,0.0
retak,0,0.0
retinol,0,0.0
retinolnya,0,0.0
reveu,0,0.0
revew,0,0.0
review,0,0.0
reviewnya,0,0.0
reviewnyaa,0,0.0
revieww,0,0.0
rezeki,0,0.0
ria,0,0.0
rias,0,0.0
riasan,0,0.0
ribet,0,0.0
ribuan,0,0.0
ribuml,0,0.0
rica,0,0.0
ricard,0,0.0
ricat,0,0.0
richard,0,0.0
ricrd,0,0.0
rievew,0,0.0
right,0,0.0
rihana,0,0.0
rihanna,0,0.0
riki,0,0.0
rili,0,0.0
ringan,0,0.0
ringangpp,0,0.0
risih,0,0.0
riveuw,0,0.0
riview,0,0.0
riviewni,0,0.0
rivio,0,0.0
riviu,0,0.0
rk,0,0.0
rmbt,0,0.0
rmbut,0,0.0
ro,0,0.0
rocher,0,0.0
romnd,0,0.0
ropiah,0,0.0
ropiahdesa,0,0.0
rosacea,0,0.0
rose,0,0.0
rp,0,0.0
rr,0,0.0
ruhan,0,0.0
rumah,0,0.0
rumit,0,0.0
rusak,0,0.0
rutin,0,0.0
sabar,0,0.0
sabun,0,0.0
sad,0,0.0
sadar,0,0.0
safi,0,0.0
safiku,0,0.0
safron,0,0.0
sajatapi,0,0.0
sak,0,0.0
sake,0,0.0
sakit,0,0.0
sakitnya,0,0.0
salah,0,0.0
salahin,0,0.0
salam,0,0.0
salfok,0,0.0
salfokk,0,0.0
salicyl,0,0.0
salmon,0,0.0
salon,0,0.0
saluran,0,0.0
sam,0,0.0
sama,0,0.0
samaaa,0,0.0
samaan,0,0.0
samasama,0,0.0
same,0,0.0
samp,0,0.0
sampah,0,0.0
sampek,0,0.0
sampl,0,0.0
samsek,0,0.0
san,0,0.0
sananya,0,0.0
sangaaat,0,0.0
sangk,0,0.0
santai,0,0.0
saran,0,0.0
saranin,0,0.0
sarannya,0,0.0
sari,0,0.0
sariayu,0,0.0
sartika,0,0.0
satulagi,0,0.0
satunya,0,0.0
satusatu,0,0.0
savag,0,0.0
sawo,0,0.0
say,0,0.0
sayaa,0,0.0
sayama,0,0.0
sayang,0,0.0
sayangnya,0,0.0
sbab,0,0.0
sbb,0,0.0
sbelum,0,0.0
sbg,0,0.0
sblm,0,0.0
sblmnya,0,0.0
scare,0,0.0
scarlet,0,0.0
scarlett,0,0.0
scinker,0,0.0
scralrett,0,0.0
screen,0,0.0
scrub,0,0.0
sd,0,0.0
sda,0,0.0
sdah,0,0.0
sdg,0,0.0
sdh,0,0.0
sdm,0,0.0
sea,0,0.0
seampuh,0,0.0
search,0,0.0
sebab,0,0.0
sebagu,0,0.0
sebel,0,0.0
sebelah,0,0.0
sebelumni,0,0.0
sebenernya,0,0.0
sebulan,0,0.0
sebutin,0,0.0
secantik,0,0.0
secercah,0,0.0
secink,0,0.0
secinta,0,0.0
secintaaa,0,0.0
second,0,0.0
sedap,0,0.0
sedih,0,0.0
segar,0,0.0
segel,0,0.0
segendul,0,0.0
segeran,0,0.0
seh,0,0.0
sehabi,0,0.0
sehari,0,0.0
seharidua,0,0.0
seharihari,0,0.0
sehat,0,0.0
sehatt,0,0.0
sehhhh,0,0.0
sejahtera,0,0.0
sejela,0,0.0
sejele,0,0.0
sejuta,0,0.0
sekaarang,0,0.0
sekalii,0,0.0
sekarsng,0,0.0
sekinc,0,0.0
sekolah,0,0.0
sekrang,0,0.0
selangkangan,0,0.0
selebgram,0,0.0
selesai,0,0.0
seller,0,0.0
sellu,0,0.0
semah,0,0.0
semangat,0,0.0
sembarang,0,0.0
sembuh,0,0.0
sembuhnya,0,0.0
semenjak,0,0.0
seminggu,0,0.0
semingu,0,0.0
semoga,0,0.0
sempet,0,0.0
semuaaa,0,0.0
semuka,0,0.0
semurah,0,0.0
senang,0,0.0
seneng,0,0.0
senengggg,0,0.0
sengaruh,0,0.0
senka,0,0.0
seno,0,0.0
sensiacn,0,0.0
sensitif,0,0.0
senyum,0,0.0
sepaket,0,0.0
serasa,0,0.0
serendah,0,0.0
seret,0,0.0
seri,0,0.0
seringin,0,0.0
seriu,0,0.0
seriusan,0,0.0
seriusni,0,0.0
seriuuusss,0,0.0
seru,0,0.0
serum,0,0.0
serumnya,0,0.0
seruni,0,0.0
seruu,0,0.0
sesensitif,0,0.0
seser,0,0.0
sesuai,0,0.0
set,0,0.0
setahun,0,0.0
setan,0,0.0
setia,0,0.0
setiaaa,0,0.0
setip,0,0.0
setlh,0,0.0
setuju,0,0.0
setujuuu,0,0.0
sgt,0,0.0
sh,0,0.0
shade,0,0.0
shadenya,0,0.0
shadow,0,0.0
share,0,0.0
sheet,0,0.0
sheetmask,0,0.0
shock,0,0.0
sholat,0,0.0
shoop,0,0.0
shop,0,0.0
shope,0,0.0
si,0,0.0
sial,0,0.0
siang,0,0.0
siangnya,0,0.0
sich,0,0.0
sih,0,0.0
sihh,0,0.0
sihhh,0,0.0
sihhhhh,0,0.0
sihkpan,0,0.0
siiapalagi,0,0.0
simpen,0,0.0
sinar,0,0.0
sine,0,0.0
sipit,0,0.0
sisa,0,0.0
sisi,0,0.0
sist,0,0.0
size,0,0.0
sj,0,0.0
sja,0,0.0
ska,0,0.0
skarang,0,0.0
skg,0,0.0
ski,0,0.0
skin,0,0.0
skinaqua,0,0.0
skinbarriernya,0,0.0
skincar,0,0.0
skincarean,0,0.0
skincarenya,0,0.0
skincareranaman,0,0.0
skinceran,0,0.0
skinker,0,0.0
skinkernya,0,0.0
skinn,0,0.0
skintif,0,0.0
skintint,0,0.0
skinton,0,0.0
skip,0,0.0
skli,0,0.0
skn,0,0.0
skr,0,0.0
skrang,0,0.0
skrg,0,0.0
skrng,0,0.0
skrpake,0,0.0
skz,0,0.0
slaah,0,0.0
slah,0,0.0
slalu,0,0.0
sleep,0,0.0
slh,0,0.0
sliweran,0,0.0
sll,0,0.0
sllu,0,0.0
slsosi,0,0.0
sm,0,0.0
sma,0,0.0
smaaa,0,0.0
smasaya,0,0.0
smbuh,0,0.0
smile,0,0.0
smngt,0,0.0
smntr,0,0.0
smoga,0,0.0
smp,0,0.0
smpai,0,0.0
smpe,0,0.0
smua,0,0.0
smuani,0,0.0
smuanya,0,0.0
snail,0,0.0
sngt,0,0.0
so,0,0.0
soala,0,0.0
soalni,0,0.0
soalnnya,0,0.0
soalnyaa,0,0.0
soap,0,0.0
sodara,0,0.0
soflen,0,0.0
soflent,0,0.0
soft,0,0.0
soften,0,0.0
softlan,0,0.0
softlen,0,0.0
softlens,0,0.0
softlensnyaa,0,0.0
sok,0,0.0
solusi,0,0.0
solusinya,0,0.0
some,0,0.0
somebi,0,0.0
somebym,0,0.0
somehow,0,0.0
someth,0,0.0
somethinc,0,0.0
somethink,0,0.0
soooo,0,0.0
sooth,0,0.0
sore,0,0.0
sosm,0,0.0
sosmetaman,0,0.0
sparkli,0,0.0
speak,0,0.0
spf,0,0.0
spi,0,0.0
spil,0,0.0
spill,0,0.0
sponnya,0,0.0
spotless,0,0.0
sppuku,0,0.0
spray,0,0.0
sprout,0,0.0
sprti,0,0.0
spt,0,0.0
ss,0,0.0
ssh,0,0.0
stabil,0,0.0
stain,0,0.0
standart,0,0.0
starchnya,0,0.0
stay,0,0.0
stelah,0,0.0
step,0,0.0
stepnya,0,0.0
stiap,0,0.0
stick,0,0.0
stiker,0,0.0
stlh,0,0.0
stop,0,0.0
stre,0,0.0
stress,0,0.0
stretchmark,0,0.0
strip,0,0.0
style,0,0.0
suami,0,0.0
suamiku,0,0.0
suaranya,0,0.0
suaranyaaa,0,0.0
sub,0,0.0
subscrib,0,0.0
succs,0,0.0
suhay,0,0.0
suhayi,0,0.0
suhaylah,0,0.0
suka,0,0.0
sukaa,0,0.0
sukaaa,0,0.0
sukaaaa,0,0.0
sukaalangsung,0,0.0
sukak,0,0.0
sukakkk,0,0.0
sukasemangat,0,0.0
suks,0,0.0
sulit,0,0.0
sumpah,0,0.0
sumpahh,0,0.0
sun,0,0.0
suncreen,0,0.0
suncren,0,0.0
sungguh,0,0.0
sunisa,0,0.0
sunscream,0,0.0
sunscrean,0,0.0
sunscreanya,0,0.0
sunscreen,0,0.0
sunscreennya,0,0.0
sunscrem,0,0.0
sunscren,0,0.0
sunscrendtunggu,0,0.0
sunscrin,0,0.0
super,0,0.0
sure,0,0.0
susah,0,0.0
suscreen,0,0.0
suspici,0,0.0
susu,0,0.0
sv,0,0.0
svmi,0,0.0
swatch,0,0.0
sy,0,0.0
sya,0,0.0
syaa,0,0.0
syantiq,0,0.0
syca,0,0.0
syg,0,0.0
sympahh,0,0.0
symwhit,0,0.0
syukaaaaa,0,0.0
syukur,0,0.0
syukurnya,0,0.0
tabarakallah,0,0.0
tabu,0,0.0
tabur,0,0.0
taburday,0,0.0
taburku,0,0.0
taburkusam,0,0.0
taburnya,0,0.0
tadiii,0,0.0
tah,0,0.0
tahan,0,0.0
tahapnya,0,0.0
tahu,0,0.0
takut,0,0.0
takutnya,0,0.0
talc,0,0.0
tambahan,0,0.0
tambh,0,0.0
tampilannya,0,0.0
tangan,0,0.0
tanggal,0,0.0
tant,0,0.0
tantain,0,0.0
tap,0,0.0
tapii,0,0.0
tapiiii,0,0.0
tapiiiii,0,0.0
tarik,0,0.0
tasya,0,0.0
tasyaa,0,0.0
tasyaaa,0,0.0
tasyaaaa,0,0.0
tasyaben,0,0.0
tasyafarasya,0,0.0
tasyaudah,0,0.0
tasyi,0,0.0
tata,0,0.0
tau,0,0.0
tauu,0,0.0
tawar,0,0.0
tdi,0,0.0
tdk,0,0.0
tea,0,0.0
teatrica,0,0.0
tebal,0,0.0
tebel,0,0.0
tebelberat,0,0.0
teim,0,0.0
tekniknya,0,0.0
tekstur,0,0.0
teksturnya,0,0.0
telah,0,0.0
telang,0,0.0
telt,0,0.0
teman,0,0.0
tembok,0,0.0
temen,0,0.0
temenku,0,0.0
temu,0,0.0
temukan,0,0.0
temulawak,0,0.0
temurun,0,0.0
tenang,0,0.0
tengahsaya,0,0.0
tepuk,0,0.0
ter,0,0.0
teracuni,0,0.0
terahir,0,0.0
terang,0,0.0
terangan,0,0.0
terangnya,0,0.0
terb,0,0.0
terbaiiiik,0,0.0
terbaik,0,0.0
terbata,0,0.0
terbayang,0,0.0
terbuangg,0,0.0
terburuk,0,0.0
tercantik,0,0.0
tercantum,0,0.0
tercengang,0,0.0
terendah,0,0.0
terep,0,0.0
tergoda,0,0.0
terharu,0,0.0
teriak,0,0.0
terikut,0,0.0
terima,0,0.0
terimakasih,0,0.0
terinform,0,0.0
terjangkau,0,0.0
terkejut,0,0.0
terkena,0,0.0
terlanjur,0,0.0
terlov,0,0.0
ternyataaaa,0,0.0
ternyta,0,0.0
terossssss,0,0.0
terp,0,0.0
terpaku,0,0.0
terposit,0,0.0
tertarik,0,0.0
tertipu,0,0.0
tertutup,0,0.0
terusan,0,0.0
teruskan,0,0.0
teruss,0,0.0
terusterusan,0,0.0
test,0,0.0
tetanggaku,0,0.0
teteap,0,0.0
tetep,0,0.0
teuteup,0,0.0
textur,0,0.0
tgh,0,0.0
th,0,0.0
thank,0,0.0
thanku,0,0.0
thankyou,0,0.0
that,0,0.0
the,0,0.0
they,0,0.0
thi,0,0.0
think,0,0.0
thk,0,0.0
thn,0,0.0
thought,0,0.0
thuffail,0,0.0
thumbnail,0,0.0
thx,0,0.0
tiada,0,0.0
tiap,0,0.0
tibatiba,0,0.0
tica,0,0.0
tidur,0,0.0
tiganya,0,0.0
tiktok,0,0.0
tim,0,0.0
timbul,0,0.0
timpa,0,0.0
tinggal,0,0.0
tingkat,0,0.0
tingkatin,0,0.0
tint,0,0.0
tip,0,0.0
tipe,0,0.0
tiper,0,0.0
tipi,0,0.0
tipik,0,0.0
tipsnya,0,0.0
tirtir,0,0.0
titanium,0,0.0
titiknya,0,0.0
tk,0,0.0
tkt,0,0.0
tkut,0,0.0
tlg,0,0.0
tlong,0,0.0
tmbah,0,0.0
tmbh,0,0.0
tmn,0,0.0
tmpatku,0,0.0
tnya,0,0.0
to,0,0.0
tokcer,0,0.0
toko,0,0.0
tone,0,0.0
toner,0,0.0
tonerday,0,0.0
tonerni,0,0.0
tonernya,0,0.0
tonernyaaaa,0,0.0
tonerserum,0,0.0
tonjong,0,0.0
tonner,0,0.0
too,0,0.0
top,0,0.0
topadah,0,0.0
topp,0,0.0
total,0,0.0
totol,0,0.0
touch,0,0.0
tp,0,0.0
tpi,0,0.0
tq,0,0.0
tr,0,0.0
tradision,0,0.0
train,0,0.0
trand,0,0.0
transfer,0,0.0
transluc,0,0.0
trash,0,0.0
trauma,0,0.0
traumati,0,0.0
travelingsooo,0,0.0
trea,0,0.0
treatmentmuka,0,0.0
tree,0,0.0
triak,0,0.0
trial,0,0.0
trica,0,0.0
trik,0,0.0
trima,0,0.0
trimakasih,0,0.0
trimkasih,0,0.0
trimsss,0,0.0
trlalu,0,0.0
trll,0,0.0
tro,0,0.0
trsg,0,0.0
tru,0,0.0
true,0,0.0
truecica,0,0.0
truee,0,0.0
trust,0,0.0
tsya,0,0.0
tt,0,0.0
ttp,0,0.0
tu,0,0.0
tua,0,0.0
tube,0,0.0
tuch,0,0.0
tuga,0,0.0
tuh,0,0.0
tuhan,0,0.0
tuk,0,0.0
tumbuh,0,0.0
tumpah,0,0.0
tunggu,0,0.0
turn,0,0.0
turun,0,0.0
turuntemurun,0,0.0
tutor,0,0.0
tutori,0,0.0
tutorialnya,0,0.0
tutup,0,0.0
tuu,0,0.0
twc,0,0.0
twitter,0,0.0
two,0,0.0
twowaycak,0,0.0
type,0,0.0
uang,0,0.0
uangku,0,0.0
ubah,0,0.0
ubc,0,0.0
uda,0,0.0
udaah,0,0.0
udah,0,0.0
udara,0,0.0
udh,0,0.0
udhh,0,0.0
ukur,0,0.0
ulalaaa,0,0.0
ultima,0,0.0
ultra,0,0.0
umat,0,0.0
umur,0,0.0
umurnya,0,0.0
under,0,0.0
undertonenya,0,0.0
ungu,0,0.0
unguuuu,0,0.0
unic,0,0.0
unik,0,0.0
untk,0,0.0
untkmenghilankan,0,0.0
untukkulitk,0,0.0
untungnya,0,0.0
untuuk,0,0.0
untyk,0,0.0
up,0,0.0
upasliii,0,0.0
upnya,0,0.0
ur,0,0.0
uras,0,0.0
urself,0,0.0
urusan,0,0.0
urut,0,0.0
urutan,0,0.0
urutanx,0,0.0
usaha,0,0.0
use,0,0.0
ush,0,0.0
usia,0,0.0
usiaku,0,0.0
utah,0,0.0
utama,0,0.0
utara,0,0.0
utk,0,0.0
utng,0,0.0
utub,0,0.0
utuh,0,0.0
uu,0,0.0
uv,0,0.0
uwaaoo,0,0.0
uwu,0,0.0
validasi,0,0.0
varian,0,0.0
variannya,0,0.0
velvet,0,0.0
vera,0,0.0
versi,0,0.0
vibe,0,0.0
vico,0,0.0
vid,0,0.0
video,0,0.0
videomu,0,0.0
videonya,0,0.0
videonyaaa,0,0.0
vidieo,0,0.0
vidio,0,0.0
viksi,0,0.0
vinyl,0,0.0
viral,0,0.0
vit,0,0.0
vitamin,0,0.0
vitc,0,0.0
viva,0,0.0
vivamohon,0,0.0
vivi,0,0.0
vlog,0,0.0
vloger,0,0.0
vlogger,0,0.0
vrian,0,0.0
vs,0,0.0
waaah,0,0.0
wadah,0,0.0
wahh,0,0.0
wahhh,0,0.0
waja,0,0.0
wajah,0,0.0
wajahku,0,0.0
wajahnya,0,0.0
wajib,0,0.0
wakecout,0,0.0
walo,0,0.0
wan,0,0.0
wanginya,0,0.0
wanita,0,0.0
wardah,0,0.0
wardahtp,0,0.0
wardahtru,0,0.0
wariskan,0,0.0
warna,0,0.0
warnanya,0,0.0
warnanyaa,0,0.0
wash,0,0.0
washmoistsunscreen,0,0.0
washnya,0,0.0
watch,0,0.0
water,0,0.0
waterbas,0,0.0
waterproof,0,0.0
waterr,0,0.0
wawasan,0,0.0
way,0,0.0
wear,0,0.0
weheh,0,0.0
wehhh,0,0.0
were,0,0.0
wet,0,0.0
what,0,0.0
whi,0,0.0
white,0,0.0
whitelab,0,0.0
whiten,0,0.0
wig,0,0.0
wihh,0,0.0
wiii,0,0.0
wild,0,0.0
will,0,0.0
wing,0,0.0
wisuda,0,0.0
with,0,0.0
withen,0,0.0
wiwin,0,0.0
wjah,0,0.0
wjahku,0,0.0
wjh,0,0.0
wk,0,0.0
wktu,0,0.0
wktunya,0,0.0
wkwk,0,0.0
wkwkk,0,0.0
wkwkkw,0,0.0
wkwkw,0,0.0
wkwkwk,0,0.0
wkwkwknka,0,0.0
wkwkwkwk,0,0.0
wkwkwwk,0,0.0
wkwwk,0,0.0
woi,0,0.0
woii,0,0.0
woiii,0,0.0
wont,0,0.0
work,0,0.0
wort,0,0.0
worth,0,0.0
worthit,0,0.0
wow,0,0.0
wowo,0,0.0
wowww,0,0.0
woy,0,0.0
woyi,0,0.0
wudhu,0,0.0
xddd,0,0.0
xie,0,0.0
yaa,0,0.0
yaaa,0,0.0
yaaak,0,0.0
yaaayyy,0,0.0
yaallah,0,0.0
yaampon,0,0.0
yaampun,0,0.0
yaapk,0,0.0
yah,0,0.0
yahh,0,0.0
yahtpi,0,0.0
yahut,0,0.0
yalama,0,0.0
yamaaf,0,0.0
yasebelumnya,0,0.0
yaudah,0,0.0
ycm,0,0.0
ydah,0,0.0
ye,0,0.0
yeah,0,0.0
yeeey,0,0.0
yeh,0,0.0
yellow,0,0.0
yesss,0,0.0
yesstop,0,0.0
yeyi,0,0.0
yg,0,0.0
ygusaha,0,0.0
yh,0,0.0
yll,0,0.0
yng,0,0.0
you,0,0.0
youbay,0,0.0
youklw,0,0.0
your,0,0.0
youtub,0,0.0
youuu,0,0.0
yuhuu,0,0.0
yuja,0,0.0
yul,0,0.0
yutubnya,0,0.0
yutup,0,0.0
yve,0,0.0
yy,0,0.0
zaitun,0,0.0
zawa,0,0.0
zendaya,0,0.0
zonk,0,0.0
zoom,0,0.0
