Weight,Bias
-0.0031256698075434342,0.0
0.011791871599762225,
0.004042921475875333,
0.011791871599762225,
0.010759577468857329,
0.011791871599762225,
-0.008687943156258105,
0.0053797887344286645,
0.0011460129540259447,
-0.000274584747640205,
-0.003982236342036188,
-0.003982236342036188,
-0.007964472684072375,
-0.003982236342036188,
-0.0031256698075434342,
0.010759577468857329,
-0.0031256698075434342,
-0.0031256698075434342,
-0.006125212790952733,
-0.0031256698075434342,
-0.003982236342036188,
0.0053797887344286645,
0.0053797887344286645,
-0.003982236342036188,
-0.004343971578129053,
-0.0031256698075434342,
0.006206861512129452,
-0.003982236342036188,
-0.004343971578129053,
-0.004343971578129053,
0.006711286446199745,
-0.008687943156258105,
-0.003982236342036188,
-0.004343971578129053,
-0.003982236342036188,
-0.003982236342036188,
-0.007964472684072375,
-0.0031256698075434342,
-0.004343971578129053,
0.0053797887344286645,
-0.0031256698075434342,
-0.0031256698075434342,
0.011791871599762225,
-0.004343971578129053,
-0.0031256698075434342,
-0.004343971578129053,
0.011791871599762225,
-0.0031256698075434342,
-0.003982236342036188,
-0.003982236342036188,
0.011791871599762225,
0.002237860125017053,
-0.014813519537417523,
-0.007964472684072375,
-0.0031256698075434342,
-0.0031256698075434342,
-0.02171985789064528,
0.006711286446199745,
-0.0062513396150868684,
-0.003982236342036188,
-0.004343971578129053,
0.006711286446199745,
-0.0031256698075434342,
0.0053797887344286645,
-0.003982236342036188,
0.006711286446199745,
-0.003982236342036188,
-0.013031914734387149,
-0.003982236342036188,
0.003696819531328283,
-0.0031256698075434342,
0.0053797887344286645,
-0.0031256698075434342,
-0.003982236342036188,
-0.0031256698075434342,
-0.0031256698075434342,
-0.007964472684072375,
0.011791871599762225,
-0.0031256698075434342,
-0.004343971578129053,
0.0053797887344286645,
-0.0031256698075434342,
-0.004343971578129053,
-0.0031256698075434342,
0.009914854613343509,
0.002237860125017053,
-0.004343971578129053,
-0.003982236342036188,
-0.003982236342036188,
0.011791871599762225,
-0.0031256698075434342,
-0.0062513396150868684,
-0.0031256698075434342,
0.006711286446199745,
0.0053797887344286645,
0.006711286446199745,
-0.003982236342036188,
-0.004343971578129053,
-0.0031256698075434342,
0.0053797887344286645,
0.011791871599762225,
-0.0031256698075434342,
0.006711286446199745,
-0.0031256698075434342,
-0.004343971578129053,
-0.013655219205181863,
-0.0031256698075434342,
-0.003982236342036188,
-0.0031256698075434342,
-0.003982236342036188,
-0.0031256698075434342,
0.0053797887344286645,
-0.004343971578129053,
0.006711286446199745,
-0.004343971578129053,
-0.0031256698075434342,
0.006711286446199745,
0.010759577468857329,
-0.003982236342036188,
-0.004343971578129053,
-0.0031256698075434342,
0.006711286446199745,
-0.006125212790952733,
-0.003982236342036188,
-0.004343971578129053,
-0.0031256698075434342,
-0.0031256698075434342,
-0.003982236342036188,
-0.004343971578129053,
-0.004343971578129053,
0.006711286446199745,
-0.000274584747640205,
0.006711286446199745,
-0.004343971578129053,
0.0053797887344286645,
-0.0031256698075434342,
-0.0031256698075434342,
0.0053797887344286645,
0.0053797887344286645,
0.0053797887344286645,
0.006711286446199745,
0.0029563106076958934,
0.006711286446199745,
-0.0031256698075434342,
0.011791871599762225,
0.02358374319952445,
0.011791871599762225,
-0.003982236342036188,
0.0053797887344286645,
0.006711286446199745,
-0.008687943156258105,
0.0053797887344286645,
-0.004343971578129053,
-0.003982236342036188,
0.011791871599762225,
0.006711286446199745,
0.014081007118042851,
-0.0031256698075434342,
-0.003982236342036188,
0.006711286446199745,
-0.004343971578129053,
-0.006125212790952733,
0.0053797887344286645,
-0.003982236342036188,
0.0029402569366552512,
-0.0031256698075434342,
0.006711286446199745,
0.010759577468857329,
-0.0031256698075434342,
-0.007964472684072375,
0.011791871599762225,
0.0053797887344286645,
0.0011019784045093984,
